2012-09-17 19:55:03,363 | INFO  |  |  | main | FileSystemXmlApplicationContext - Refreshing org.springframework.context.support.FileSystemXmlApplicationContext@3c3a1834: startup date [Mon Sep 17 19:55:03 PDT 2012]; root of context hierarchy
2012-09-17 19:55:05,949 | INFO  |  |  | main | HttpSecurityBeanDefinitionParser - Checking sorted filter chain: [Root bean: class [org.springframework.security.web.context.SecurityContextPersistenceFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 300, Root bean: class [org.springframework.security.web.authentication.logout.LogoutFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 400, <org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0>, order = 800, Root bean: class [org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1000, Root bean: class [org.springframework.security.web.authentication.www.BasicAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1200, Root bean: class [org.springframework.security.web.savedrequest.RequestCacheAwareFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1300, Root bean: class [org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1400, Root bean: class [org.springframework.security.web.authentication.AnonymousAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1700, Root bean: class [org.springframework.security.web.session.SessionManagementFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1800, Root bean: class [org.springframework.security.web.access.ExceptionTranslationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1900, <org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0>, order = 2000]
2012-09-17 19:55:06,319 | INFO  |  |  | Cassandra-Log4J-Alive | CassandraHostRetryService - Downed Host Retry service started with queue size -1 and retry delay 10s
2012-09-17 19:55:06,566 | INFO  |  |  | main | DefaultConfiguringBeanFactoryPostProcessor - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2012-09-17 19:55:06,566 | INFO  |  |  | main | DefaultConfiguringBeanFactoryPostProcessor - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2012-09-17 19:55:06,666 | INFO  |  |  | main | FileSystemXmlApplicationContext - Bean '(inner bean)' of type [class java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2012-09-17 19:55:06,683 | INFO  |  |  | main | ThreadPoolTaskExecutor - Initializing ExecutorService 
2012-09-17 19:55:06,683 | INFO  |  |  | main | FileSystemXmlApplicationContext - Bean 'controllersExecutor' of type [class org.springframework.scheduling.config.TaskExecutorFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2012-09-17 19:55:06,683 | INFO  |  |  | main | FileSystemXmlApplicationContext - Bean 'controllersExecutor' of type [class org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2012-09-17 19:55:06,721 | INFO  |  |  | main | DefaultListableBeanFactory - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@71412b61: defining beans [contextApplicationContextProvider,jedisPoolConfig,jedisPool,leaderBoardUtil,elasticSearch,log4jSearch,mailSender,adminAlertEmail,devops,cassandraHostConfigurator,cluster,keyspace,statsKeyspace,cassandraUtil,rollupUtil,statsWriter,hazel,connectedPlayerCount,gameEventQueue,playersByPlayerId,playersPreDatabaseByUDID,messagesForDisconnectedPlayers,playersInActionSet,scheduleTasks,serverEvents,staticDataReloadDone,playersInAction,serverMessageHandler,dataSource,dbConnection,insertUtils,updateUtils,deleteUtils,applicationUtils,transactionManager,userQuestTask,loadTestGenerator,gameEventsHandlerExecutor,outgoingGameEventsHandlerExecutor,loggingExecutor,channelInitializer,$autoCreateChannelCandidates,org.springframework.integration.internalDefaultConfiguringBeanFactoryPostProcessor,gameEventQueueChannel,org.springframework.integration.config.ServiceActivatorFactoryBean#0,org.springframework.integration.config.ConsumerEndpointFactoryBean#0,gameEventHandler,serverSocket,gameEventSerializer,inboundClient,outboundMessageChannel,org.springframework.integration.ip.tcp.TcpSendingMessageHandler#0,outboundClient,org.springframework.integration.config.ServiceActivatorFactoryBean#1,handleOutboundError,outboundErrorMessageHandler,org.springframework.integration.config.ServiceActivatorFactoryBean#2,handleSpringIntegrationError,errorMessageHandler,loggerChannelAdapter,org.springframework.integration.handler.LoggingHandler#0,loggerChannelAdapter.adapter,inboundFakeClientChannel,clientSocket,outboundFakeClientMessageChannel,org.springframework.integration.ip.tcp.TcpSendingMessageHandler#1,outboundFakeClient,inboundFakeClient,gameEventClientSerializer,outloggerChannelAdapter,org.springframework.integration.handler.LoggingHandler#1,outloggerChannelAdapter.adapter,inloggerChannelAdapter,org.springframework.integration.handler.LoggingHandler#2,inloggerChannelAdapter.adapter,availableReferralCodeRetrieveUtils,battleDetailsRetrieveUtils,IAPHistoryRetrieveUtils,marketplacePostRetrieveUtils,marketplaceTransactionRetrieveUtils,playerWallPostRetrieveUtils,buildStructJobRetrieveUtils,cityRetrieveUtils,defeatTypeJobRetrieveUtils,equipmentRetrieveUtils,levelsRequiredExperienceRetrieveUtils,neutralCityElementsRetrieveUtils,possessEquipJobRetrieveUtils,questRetrieveUtils,structureRetrieveUtils,taskEquipReqRetrieveUtils,taskRetrieveUtils,upgradeStructJobRetrieveUtils,referralsRetrieveUtils,statisticsRetrieveUtil,unhandledBlacksmithAttemptRetrieveUtils,userCityExpansionRetrieveUtils,userCityRetrieveUtils,userCritstructRetrieveUtils,userEquipRetrieveUtils,userQuestRetrieveUtils,userQuestsCompletedDefeatTypeJobsRetrieveUtils,userQuestsCompletedTasksRetrieveUtils,userQuestsDefeatTypeJobProgressRetrieveUtils,userQuestsTaskProgressRetrieveUtils,userRetrieveUtils,userStructRetrieveUtils,userTaskRetrieveUtils,adminController,armoryController,battleController,changeUserLocationController,characterModController,chatController,collectForgeEquipsController,criticalStructureActionController,earnFreeDiamondsController,enableAPNSController,equipEquipmentController,expansionWaitCompleteController,finishForgeAttemptWaittimeWithDiamondsController,finishNormStructWaittimeWithDiamondsController,forgeAttemptWaitCompleteController,generateAttackListController,inAppPurchaseController,levelUpController,loadNeutralCityController,loadPlayerCityController,logoutController,moveOrRotateNormStructureController,normStructWaitCompleteController,postOnPlayerWallController,postToMarketplaceController,purchaseCityExpansionController,purchaseFromMarketplaceController,purchaseGroupChatController,purchaseMarketplaceLicenseController,purchaseNormStructureController,questAcceptController,questRedeemController,reconnectController,redeemMarketplaceEarningsController,refillStatWaitCompleteController,refillStatWithDiamondsController,retractMarketplacePostController,retrieveCurrencyFromNormStructureController,retrieveCurrentMarketplacePostsController,retrieveLeaderboardController,retrievePlayerWallPostsController,retrieveStaticDataController,retrieveStaticDataForShopController,retrieveUserEquipForUserController,retrieveUsersForUserIdsController,sellNormStructureController,sendGroupChatController,startupController,submitEquipsToBlacksmithController,taskActionController,upgradeNormStructureController,userCreateController,userQuestDetailsController,useSkillPointController,vaultController,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalAsyncAnnotationProcessor,org.springframework.context.annotation.internalScheduledAnnotationProcessor,controllersExecutor,apnsProperties,apnsWriter,eventWriter,serverAdmin,appGlobals,org.springframework.security.filterChains,org.springframework.security.filterChainProxy,org.springframework.security.web.DefaultSecurityFilterChain#0,org.springframework.security.web.PortMapperImpl#0,org.springframework.security.web.PortResolverImpl#0,org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0,org.springframework.security.authentication.ProviderManager#0,org.springframework.security.web.context.HttpSessionSecurityContextRepository#0,org.springframework.security.web.authentication.session.SessionFixationProtectionStrategy#0,org.springframework.security.web.savedrequest.HttpSessionRequestCache#0,org.springframework.security.access.vote.AffirmativeBased#0,org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0,org.springframework.security.web.access.DefaultWebInvocationPrivilegeEvaluator#0,org.springframework.security.authentication.AnonymousAuthenticationProvider#0,org.springframework.security.web.authentication.www.BasicAuthenticationEntryPoint#0,org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0,org.springframework.security.userDetailsServiceFactory,org.springframework.security.web.DefaultSecurityFilterChain#1,org.springframework.security.provisioning.InMemoryUserDetailsManager#0,org.springframework.security.authentication.dao.DaoAuthenticationProvider#0,org.springframework.security.authentication.DefaultAuthenticationEventPublisher#0,org.springframework.security.authenticationManager,serverInstance,healthCheck,gameServer,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0,nullChannel,errorChannel,_org.springframework.integration.errorLogger,taskScheduler,org.springframework.integration.config.IdGeneratorConfigurer#0]; root of factory hierarchy
2012-09-17 19:55:07,045 | INFO  |  |  | main | plugins - [Jennifer Walters] loaded [], sites []
2012-09-17 19:55:07,484 | INFO  |  |  | main | Lvl6ElasticSearch - Adding elasticsearch host: robot.lvl6.com
2012-09-17 19:55:08,000 | INFO  |  |  | Cassandra-Log4J-Alive | JmxMonitor - Registering JMX me.prettyprint.cassandra.service_Test Cluster:ServiceType=hector,MonitorType=hector
2012-09-17 19:55:08,454 | INFO  |  |  | main | CassandraHostRetryService - Downed Host Retry service started with queue size -1 and retry delay 10s
2012-09-17 19:55:10,525 | INFO  |  |  | Cassandra-Log4J-Alive | plugins - [H.E.R.B.I.E.] loaded [], sites []
2012-09-17 19:55:10,556 | INFO  |  |  | Cassandra-Log4J-Alive | Lvl6ElasticSearch - Adding elasticsearch host: robot.lvl6.com
2012-09-17 19:55:12,517 | INFO  |  |  | main | RollupUtilImpl - ColumnFamily rolos exists
2012-09-17 19:55:12,831 | INFO  |  |  | main | system - [192.168.1.10]:6701 [conrad] Hazelcast Community Edition 2.2 (20120723) starting at Address[192.168.1.10]:6701
2012-09-17 19:55:12,832 | INFO  |  |  | main | system - [192.168.1.10]:6701 [conrad] Copyright (C) 2008-2012 Hazelcast.com
2012-09-17 19:55:12,837 | INFO  |  |  | main | LifecycleServiceImpl - [192.168.1.10]:6701 [conrad] Address[192.168.1.10]:6701 is STARTING
2012-09-17 19:55:12,889 | INFO  |  |  | main | TcpIpJoiner - [192.168.1.10]:6701 [conrad] Connecting to possible member: Address[192.168.1.10]:6703
2012-09-17 19:55:12,891 | INFO  |  |  | main | TcpIpJoiner - [192.168.1.10]:6701 [conrad] Connecting to possible member: Address[192.168.1.10]:6702
2012-09-17 19:55:12,917 | INFO  |  |  | pool-2-thread-1 | SocketConnector - [192.168.1.10]:6701 [conrad] Could not connect to: /192.168.1.10:6703. Reason: ConnectException[Connection refused]
2012-09-17 19:55:12,917 | INFO  |  |  | pool-2-thread-2 | SocketConnector - [192.168.1.10]:6701 [conrad] Could not connect to: /192.168.1.10:6702. Reason: ConnectException[Connection refused]
2012-09-17 19:55:13,911 | INFO  |  |  | pool-2-thread-1 | SocketConnector - [192.168.1.10]:6701 [conrad] Could not connect to: /192.168.1.10:6703. Reason: ConnectException[Connection refused]
2012-09-17 19:55:13,911 | INFO  |  |  | pool-2-thread-2 | SocketConnector - [192.168.1.10]:6701 [conrad] Could not connect to: /192.168.1.10:6702. Reason: ConnectException[Connection refused]
2012-09-17 19:55:13,913 | INFO  |  |  | hz._hzInstance_1_conrad.ServiceThread | TcpIpJoiner - [192.168.1.10]:6701 [conrad] 


Members [1] {
	Member [192.168.1.10]:6701 this
}

2012-09-17 19:55:13,934 | INFO  |  |  | main | LifecycleServiceImpl - [192.168.1.10]:6701 [conrad] Address[192.168.1.10]:6701 is STARTED
2012-09-17 19:55:13,972 | INFO  |  |  | hz._hzInstance_1_conrad.ServiceThread | PartitionManager - [192.168.1.10]:6701 [conrad] Initializing cluster partition table first arrangement...
2012-09-17 19:55:14,021 | INFO  |  |  | main | DBConnection - Setting datasource for DBConnection: JDBC URL = jdbc:mysql://kingdom-prod-1.cv5kxrel3z7x.us-east-1.rds.amazonaws.com/kingdom?useLegacyDatetimeCode=false, Username = lvl6admin, partitions = 3, max (per partition) = 20, min (per partition) = 1, helper threads = 3, idle max age = 5 min, idle test period = 1 min
2012-09-17 19:55:14,032 | INFO  |  |  | main | ThreadPoolTaskExecutor - Initializing ExecutorService 
2012-09-17 19:55:14,043 | INFO  |  |  | main | ThreadPoolTaskExecutor - Initializing ExecutorService 
2012-09-17 19:55:14,184 | INFO  |  |  | main | ServerInstance - Setting up ServerInstance: Conrads-MacBook-Air.local
2012-09-17 19:55:15,009 | INFO  |  |  | main | GameServer - Starting game server
2012-09-17 19:55:15,018 | INFO  |  |  | main | GameServer - init : Server initializing
2012-09-17 19:55:15,019 | INFO  |  |  | main | GameServer - Adding event controllers to eventControllers controllerType-->controller map
2012-09-17 19:55:15,024 | INFO  |  |  | main | MiscMethods - Reloading rare change static data
2012-09-17 19:55:41,690 | INFO  |  |  | main | FileSystemXmlApplicationContext - Refreshing org.springframework.context.support.FileSystemXmlApplicationContext@a0b1cd0: startup date [Mon Sep 17 19:55:41 PDT 2012]; root of context hierarchy
2012-09-17 19:55:41,759 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from file [/Users/conradchan/Desktop/Kingdom/Server/target/utopia-server-1.0-SNAPSHOT/WEB-INF/spring-application-context.xml]
2012-09-17 19:55:41,871 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-redis.xml]
2012-09-17 19:55:41,959 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-elasticsearch.xml]
2012-09-17 19:55:41,991 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-devops.xml]
2012-09-17 19:55:42,022 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-cassandra.xml]
2012-09-17 19:55:42,056 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-hazelcast.xml]
2012-09-17 19:55:42,135 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-hazelcast-cluster-dev.xml]
2012-09-17 19:55:42,239 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-db.xml]
2012-09-17 19:55:42,278 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-load-testing.xml]
2012-09-17 19:55:42,304 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-integration.xml]
2012-09-17 19:55:42,482 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-integration-fake-client.xml]
2012-09-17 19:55:42,552 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-controllers.xml]
2012-09-17 19:55:43,886 | INFO  |  |  | main | XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-security.xml]
2012-09-17 19:55:43,935 | INFO  |  |  | main | SpringSecurityCoreVersion - You are running with Spring Security Core 3.1.1.RELEASE
2012-09-17 19:55:43,935 | INFO  |  |  | main | SecurityNamespaceHandler - Spring Security 'config' module version is 3.1.1.RELEASE
2012-09-17 19:55:44,080 | INFO  |  |  | main | AuthenticationConfigBuilder - No login page configured. The default internal one will be used. Use the 'login-page' attribute to set the URL of the login page.
2012-09-17 19:55:44,087 | INFO  |  |  | main | HttpSecurityBeanDefinitionParser - Checking sorted filter chain: [Root bean: class [org.springframework.security.web.context.SecurityContextPersistenceFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 300, Root bean: class [org.springframework.security.web.authentication.logout.LogoutFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 400, <org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0>, order = 800, Root bean: class [org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1000, Root bean: class [org.springframework.security.web.authentication.www.BasicAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1200, Root bean: class [org.springframework.security.web.savedrequest.RequestCacheAwareFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1300, Root bean: class [org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1400, Root bean: class [org.springframework.security.web.authentication.AnonymousAuthenticationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1700, Root bean: class [org.springframework.security.web.session.SessionManagementFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1800, Root bean: class [org.springframework.security.web.access.ExceptionTranslationFilter]; scope=; abstract=false; lazyInit=false; autowireMode=0; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=null; initMethodName=null; destroyMethodName=null, order = 1900, <org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0>, order = 2000]
2012-09-17 19:55:44,722 | INFO  |  |  | Cassandra-Log4J-Alive | CassandraHostRetryService - Downed Host Retry service started with queue size -1 and retry delay 10s
2012-09-17 19:55:44,823 | INFO  |  |  | main | DefaultConfiguringBeanFactoryPostProcessor - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2012-09-17 19:55:44,823 | INFO  |  |  | main | DefaultConfiguringBeanFactoryPostProcessor - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2012-09-17 19:55:44,939 | INFO  |  |  | main | FileSystemXmlApplicationContext - Bean '(inner bean)' of type [class java.util.concurrent.ThreadPoolExecutor$CallerRunsPolicy] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2012-09-17 19:55:44,958 | INFO  |  |  | main | ThreadPoolTaskExecutor - Initializing ExecutorService 
2012-09-17 19:55:44,958 | INFO  |  |  | main | FileSystemXmlApplicationContext - Bean 'controllersExecutor' of type [class org.springframework.scheduling.config.TaskExecutorFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2012-09-17 19:55:44,958 | INFO  |  |  | main | FileSystemXmlApplicationContext - Bean 'controllersExecutor' of type [class org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
